-1.867720577292580897e+00,-2.799429484541559598e-01,1.420474805865766799e+00
-1.933558698997804859e+00,-3.489897517383405701e-01,1.373119255917072401e+00
-1.929230410063609957e+00,-3.592255340594088797e-01,1.362078255520255965e+00
-2.005683881041474326e+00,-3.947509646699052799e-01,1.331621518614432231e+00
-1.985362786909887545e+00,-4.136032256222413328e-01,1.320501206394118165e+00
-2.023134258744637481e+00,-4.874058654513074296e-01,1.276450835732730216e+00
-2.007502699915862276e+00,-5.001823078530205358e-01,1.267101185906810423e+00
-2.011550587121517797e+00,-5.714036443190145809e-01,1.229662672933063527e+00
-1.999481475132137920e+00,-5.771217172041136489e-01,1.221801188495103663e+00
-2.002795448297931991e+00,-6.224871190996235093e-01,1.196562471533725747e+00
-1.972501331925420542e+00,-6.356850660736209635e-01,1.190826185240060120e+00
-1.953552656152992784e+00,-6.939713562511958811e-01,1.162493453012247935e+00
-1.882597984877176778e+00,-7.389988764919963593e-01,1.151547797819357566e+00
-1.862155980501022601e+00,-8.056914376257527932e-01,1.119267986947987126e+00
-1.843573306059287376e+00,-8.152504431174902866e-01,1.112346120851543274e+00
-1.807554330834158840e+00,-9.005451697169268854e-01,1.073796942345135230e+00
-1.765104030643259492e+00,-9.283854403875559935e-01,1.064220977510694777e+00
-1.691145749740466053e+00,-1.001971574979582336e+00,1.039368468645682997e+00
-1.648566173717260552e+00,-1.033666741987647075e+00,1.028043217346001237e+00
-1.600526948393218962e+00,-1.106431986549349267e+00,9.959757794136824272e-01
-1.577377345423015109e+00,-1.130937413511079681e+00,9.837683609210448044e-01
-1.467052525178508038e+00,-1.232705108892233836e+00,9.524603170227938786e-01
-1.432749616502918988e+00,-1.264647401521777459e+00,9.396778112610673084e-01
-1.390997442537705409e+00,-1.340542530288626688e+00,9.026984455436831700e-01
-1.328245440499528529e+00,-1.387575831739987553e+00,8.901513697608579578e-01
-1.267174788377058547e+00,-1.462343002284905991e+00,8.601392863482172357e-01
-1.245935807596114664e+00,-1.480962704998976864e+00,8.496685847838557626e-01
-1.147174708103762208e+00,-1.560389967925497778e+00,8.210065031833312377e-01
-1.095053811123287479e+00,-1.596857316929864101e+00,8.102014945507689525e-01
-1.044532614374868107e+00,-1.666685672411422514e+00,7.786559446056032785e-01
-1.003906838891706288e+00,-1.693663943341169320e+00,7.690410807972732909e-01
-8.921786063511605303e-01,-1.771662515731870169e+00,7.420855540822584029e-01
-8.308620751761316425e-01,-1.805919038323779091e+00,7.336533596038831151e-01
-7.550626870032427496e-01,-1.897284701107800231e+00,6.990425098653736402e-01
-7.304923903439223265e-01,-1.907036333858402211e+00,6.927545659585868654e-01
-6.257841150912030193e-01,-1.961120777133694482e+00,6.759328594686693226e-01
-5.835721145529824128e-01,-1.982975990722659176e+00,6.687495027675109949e-01
-5.363471988741163043e-01,-2.068832146086835078e+00,6.305140124373500576e-01
-4.852849940176107713e-01,-2.093925634440561012e+00,6.244411416919141145e-01
-4.060168040172135173e-01,-2.165840565495400050e+00,5.960101513140254603e-01
-3.686283641710543790e-01,-2.185500248661875755e+00,5.891631395214773637e-01
-3.564636168499348834e-01,-2.229310347023135908e+00,5.628238336507556117e-01
-3.293879954719015068e-01,-2.247386692053141122e+00,5.546210874933625856e-01
-2.105241050154558202e-01,-2.294933067131144533e+00,5.461538431301388163e-01
-1.852451530206717933e-01,-2.307616088964975276e+00,5.393931753020687614e-01
-1.480892978698171991e-01,-2.319982736602498985e+00,5.339847888061485248e-01
-1.213407573125591526e-01,-2.327294230163107436e+00,5.300928437484623279e-01
-3.824219308542802648e-02,-2.312690844678755298e+00,5.398621547911980345e-01
-1.413074823864033346e-02,-2.320952309278388803e+00,5.349339274444168124e-01
7.589408542847234096e-02,-2.285380176098865235e+00,5.575616997712493639e-01
1.041876202578414234e-01,-2.289526103080469888e+00,5.545672330526835170e-01
2.401326472835244585e-01,-2.194127796414450327e+00,6.120588604754523265e-01
2.638765720042917096e-01,-2.201626093192993849e+00,6.062906374808701981e-01
3.988529310985348131e-01,-2.073277253634133732e+00,6.769917036072763405e-01
4.304164083025814880e-01,-2.052915105608803970e+00,6.844695684729993346e-01
5.858082447357563227e-01,-1.924564395168636421e+00,7.570447096000759712e-01
