-2.099198957691622014e-01,-1.669400095939636230e+00,-1.641707122325897217e-02
1.000434519768456515e-01,-1.007282853126525879e+00,-1.641707122325897217e-02
3.262954714759093378e+00,4.134096145629882812e+00,-1.641707122325897217e-02
2.834713092871926854e+00,6.009841918945312500e+00,-1.641707122325897217e-02
6.334178347694086497e+00,6.104504108428955078e+00,-1.641707122325897217e-02
7.786564884494556082e+00,7.002434730529785156e+00,-1.641707122325897217e-02
4.711567442793445970e+00,7.010597229003906250e+00,-1.641707122325897217e-02
8.755656123607687746e+00,8.337117195129394531e+00,-1.641707122325897217e-02
7.513546448013053158e+00,7.189292907714843750e+00,-1.641707122325897217e-02
6.124731312902741642e+00,6.400862693786621094e+00,-1.641707122325897217e-02
2.937347877278417840e+00,2.769990682601928711e+00,-1.641707122325897217e-02
3.763198486318432234e+00,1.363833546638488770e+00,-1.641707122325897217e-02
1.002604023923482357e+00,-5.677637457847595215e-01,-1.641707122325897217e-02
4.054051226582814360e-01,-7.680661678314208984e-01,-1.641707122325897217e-02
2.070312192165422727e-01,-8.224602341651916504e-01,-1.641707122325897217e-02
-1.221123480661302940e+00,1.489503309130668640e-02,3.786093890666961670e-01
-1.104075488931497873e+00,1.489503309130668640e-02,6.618009805679321289e-01
-1.017196961237170072e+00,1.489503309130668640e-02,1.193103194236755371e+00
-8.845175408034141595e-01,1.489503309130668640e-02,1.417066693305969238e+00
-2.545463360741541115e-01,1.489503309130668640e-02,1.590159296989440918e+00
-1.698570554059573856e-01,1.489503309130668640e-02,1.926307559013366699e+00
3.179380741270713129e-01,1.489503309130668640e-02,2.325451612472534180e+00
8.897606454737694293e+00,1.489503309130668640e-02,1.040120029449462891e+01
8.036431989709235779e+00,1.489503309130668640e-02,1.217425823211669922e+01
1.002990508457815189e+01,1.489503309130668640e-02,1.412888622283935547e+01
1.443271461592054372e+01,1.489503309130668640e-02,1.478252315521240234e+01
1.342950391574918712e+01,1.489503309130668640e-02,1.445423603057861328e+01
1.483378200114322354e+01,1.489503309130668640e-02,1.503285598754882812e+01
1.364418694998084902e+01,1.489503309130668640e-02,1.429579925537109375e+01
2.086944097389488562e+01,1.489503309130668640e-02,1.476856136322021484e+01
1.954580559956658448e+01,1.489506289362907410e-02,1.455891895294189453e+01
1.213797689861232776e+01,1.489506289362907410e-02,1.434943771362304688e+01
5.881902324585609243e+00,1.489503309130668640e-02,1.395945072174072266e+01
4.461676789137185573e+00,1.489503309130668640e-02,1.223216724395751953e+01
