-1.728669663905601395e+00,1.838397073502598122e-01,7.265872240062326570e-01,7.252327292702470674e-01
-1.721907053199112081e+00,2.585400852884082723e-01,8.064796348003039350e-01,6.483046378945915844e-01
-1.715138939961535325e+00,2.695114916582903031e-01,8.082701797594027404e-01,6.140054888735987371e-01
-1.708376329255046011e+00,2.908447818219517811e-01,9.246556021008195403e-01,5.422222698510922312e-01
-1.701608216017469255e+00,3.014098398077643681e-01,9.248261301921621991e-01,5.089030965164135223e-01
-1.694840102779892055e+00,3.715049360597893480e-01,9.899678610850871641e-01,4.398148106312708139e-01
-1.688077492073403185e+00,3.776678865515146200e-01,9.915026139071717592e-01,3.793013120013762896e-01
-1.681309378835825985e+00,4.398391893141793685e-01,1.028251417591531158e+00,3.209927586656883824e-01
-1.674546768129336671e+00,4.455280666911565213e-01,1.022112406303192556e+00,2.501895153294960150e-01
-1.667778654891759915e+00,4.781036621474119008e-01,1.059372794261580264e+00,1.916359680722297121e-01
-1.661010541654183381e+00,4.742433524987483828e-01,1.061504395403364498e+00,1.551318737570301642e-01
-1.654247930947693845e+00,5.218538381655855041e-01,1.073782417980041703e+00,1.164228341476239575e-01
-1.647479817710117311e+00,5.303871542310483189e-01,1.068069726920059859e+00,6.374914100824209673e-02
-1.640717207003627776e+00,5.888335968064098980e-01,1.076425603395853914e+00,1.254541139833134124e-02
-1.633949093766051242e+00,5.882917989609831588e-01,1.079665637131365985e+00,-2.248871938739705270e-02
-1.627180980528474041e+00,6.660397897796563882e-01,1.073441361797355942e+00,-7.246747938941519585e-02
-1.620418369821984506e+00,6.711191445805250178e-01,1.073952946071384362e+00,-1.180363488030199692e-01
-1.613650256584407972e+00,7.177137592871871696e-01,1.055194856023683236e+00,-1.650751817460958948e-01
-1.606887645877918436e+00,7.269920473901130276e-01,1.055706440297711435e+00,-2.091740876302295160e-01
-1.600119532640341902e+00,7.960712726819629825e-01,1.028336681637202377e+00,-2.508230542985779854e-01
-1.593356921933852366e+00,8.064331564757424298e-01,1.035584125519268817e+00,-2.885521182216700953e-01
-1.586588808696275832e+00,8.747674097301324503e-01,9.926963105465709258e-01,-3.167264192031999381e-01
-1.579820695458699076e+00,8.856033666386570191e-01,1.000114282519979803e+00,-3.618053007736477533e-01
-1.573058084752209762e+00,9.731037186750042256e-01,9.562032989992255150e-01,-4.218288115603852084e-01
-1.566289971514633006e+00,9.814338605484338451e-01,9.631096866986063043e-01,-4.551479848950639728e-01
-1.559527360808143692e+00,1.045772354692802830e+00,9.325851583482567264e-01,-4.990018968576190872e-01
