x,eta,u,v,pressure
-3.14159,0.06011,2.51641,0.08846,0.0005076
-3.12930,0.06008,2.52335,0.09023,0.0004957
-3.11700,0.05982,2.52308,0.09025,0.0004731
-3.10471,0.05898,2.53126,0.09922,0.0004548
-3.09241,0.05811,2.53099,0.09913,0.0004359
-3.08011,0.05758,2.53784,0.09957,0.0004170
-3.06782,0.05572,2.53784,0.09957,0.0003970
-3.05552,0.05484,2.55407,0.10125,0.0003771
-3.04323,0.05341,2.55365,0.10165,0.0003547
-3.03093,0.05185,2.55869,0.10062,0.0003325
-3.01863,0.05002,2.55827,0.10086,0.0003148
-3.00634,0.04591,2.56177,0.09932,0.0002986
-2.99404,0.04382,2.56177,0.09932,0.0002790
-2.98175,0.04294,2.56740,0.09796,0.0002600
-2.96945,0.03954,2.56740,0.09796,0.0002433
-2.95715,0.03707,2.57855,0.09240,0.0002245
-2.94486,0.03582,2.57837,0.09247,0.0002071
-2.93256,0.03200,2.58583,0.09150,0.0001887
-2.92027,0.03070,2.58584,0.09173,0.0001724
-2.90797,0.02757,2.59212,0.08476,0.0001593
-2.89568,0.02585,2.59213,0.08513,0.0001464
-2.88338,0.02352,2.59985,0.08376,0.0001370
-2.87108,0.01860,2.59986,0.08392,0.0001227
-2.85879,0.01748,2.61875,0.08170,0.0001075
-2.84649,0.01482,2.61875,0.08170,0.0000967
-2.83420,0.01083,2.62738,0.08123,0.0000835
-2.82190,0.00951,2.62738,0.08123,0.0000715
-2.80960,0.00558,2.62922,0.07953,0.0000539
-2.79731,0.00394,2.62922,0.07953,0.0000422
-2.78501,0.00040,2.63824,0.07903,0.0000269
-2.77272,-0.00268,2.63824,0.07903,0.0000128
-2.76042,-0.00311,2.65059,0.07834,-0.0000024
-2.74813,-0.00598,2.65059,0.07834,-0.0000225
-2.73583,-0.00933,2.65835,0.07609,-0.0000365
-2.72353,-0.01050,2.65835,0.07609,-0.0000555
-2.71124,-0.01280,2.65429,0.07474,-0.0000724
-2.69894,-0.01611,2.65429,0.07474,-0.0000906
-2.68665,-0.01719,2.65423,0.07013,-0.0001087
-2.67435,-0.01967,2.65423,0.07013,-0.0001202
-2.66205,-0.02194,2.66453,0.06893,-0.0001346
-2.64976,-0.02428,2.66453,0.06893,-0.0001461
-2.63746,-0.02671,2.66755,0.06497,-0.0001599
-2.62517,-0.02673,2.66755,0.06497,-0.0001686
-2.61287,-0.02874,2.65157,0.06013,-0.0001820
-2.60057,-0.03128,2.65157,0.06013,-0.0001895
-2.58828,-0.03202,2.64212,0.05715,-0.0001969
-2.57598,-0.03426,2.64175,0.05708,-0.0002029
-2.56369,-0.03566,2.63854,0.04787,-0.0002079
-2.55139,-0.03633,2.63854,0.04787,-0.0002107
-2.53910,-0.03821,2.62716,0.04090,-0.0002136
-2.52680,-0.03880,2.62602,0.04066,-0.0002148
-2.51450,-0.03991,2.60536,0.02506,-0.0002144
-2.50221,-0.04136,2.60536,0.02506,-0.0002123
-2.48991,-0.04190,2.58707,0.01567,-0.0002090
-2.47762,-0.04275,2.58635,0.01532,-0.0002064
-2.46532,-0.04389,2.58128,0.00062,-0.0002031
-2.45302,-0.04455,2.58128,0.00062,-0.0001989
-2.44073,-0.04520,2.57245,-0.00968,-0.0001945
-2.42843,-0.04528,2.57220,-0.00982,-0.0001900
-2.41614,-0.04573,2.54481,-0.03085,-0.0001847
-2.40384,-0.04638,2.54481,-0.03085,-0.0001785
-2.39155,-0.04658,2.52793,-0.04183,-0.0001720
-2.37925,-0.04660,2.52630,-0.04241,-0.0001643
-2.36695,-0.04672,2.50968,-0.06241,-0.0001566
-2.35466,-0.04676,2.50942,-0.06236,-0.0001473
-2.34236,-0.04659,2.48756,-0.07673,-0.0001380
-2.33007,-0.04639,2.48131,-0.07981,-0.0001275
-2.31777,-0.04611,2.45427,-0.09719,-0.0001172
-2.30547,-0.04572,2.45413,-0.09715,-0.0001062
-2.29318,-0.04563,2.43314,-0.10908,-0.0000949
-2.28088,-0.04510,2.43050,-0.10975,-0.0000827
-2.26859,-0.04419,2.41697,-0.12085,-0.0000713
-2.25629,-0.04362,2.41693,-0.12085,-0.0000583
-2.24399,-0.04305,2.40333,-0.12454,-0.0000452
-2.23170,-0.04189,2.40306,-0.12457,-0.0000313
-2.21940,-0.04136,2.37540,-0.12950,-0.0000156
-2.20711,-0.04004,2.37540,-0.12950,0.0000005
-2.19481,-0.03953,2.36531,-0.12614,0.0000175
-2.18252,-0.03846,2.36535,-0.12612,0.0000352
-2.17022,-0.03669,2.34369,-0.12189,0.0000519
-2.15792,-0.03509,2.34369,-0.12189,0.0000698
-2.14563,-0.03437,2.33732,-0.11898,0.0000872
-2.13333,-0.03224,2.33732,-0.11898,0.0001082
-2.12104,-0.03136,2.30444,-0.11326,0.0001249
-2.10874,-0.02888,2.30444,-0.11326,0.0001374
-2.09644,-0.02830,2.29817,-0.10895,0.0001527
-2.08415,-0.02652,2.29816,-0.10889,0.0001671
-2.07185,-0.02346,2.27332,-0.09829,0.0001752
-2.05956,-0.02200,2.27332,-0.09829,0.0001932
-2.04726,-0.02081,2.26769,-0.09861,0.0002082
-2.03497,-0.01790,2.26767,-0.09839,0.0002194
-2.02267,-0.01686,2.24711,-0.07998,0.0002338
-2.01037,-0.01367,2.24707,-0.07998,0.0002472
-1.99808,-0.01147,2.24600,-0.07197,0.0002587
-1.98578,-0.01035,2.24598,-0.07194,0.0002722
-1.97349,-0.00703,2.23061,-0.05299,0.0002822
-1.96119,-0.00561,2.23066,-0.05313,0.0002875
-1.94889,-0.00373,2.22772,-0.04553,0.0002911
-1.93660,0.00039,2.22769,-0.04572,0.0002932
-1.92430,0.00187,2.21568,-0.02525,0.0002979
-1.91201,0.00415,2.21542,-0.02532,0.0002998
-1.89971,0.00776,2.21389,-0.01554,0.0003020
-1.88741,0.00904,2.21375,-0.01542,0.0003067
-1.87512,0.01290,2.21191,0.00494,0.0003082
-1.86282,0.01420,2.21192,0.00480,0.0003143
-1.85053,0.01689,2.21380,0.01511,0.0003111
-1.83823,0.02071,2.21543,0.01611,0.0002967
-1.82594,0.02218,2.21886,0.03553,0.0002880
-1.81364,0.02517,2.21941,0.03569,0.0002816
-1.80134,0.02856,2.22335,0.04491,0.0002771
-1.78905,0.02985,2.22464,0.04573,0.0002740
-1.77675,0.03360,2.23429,0.05960,0.0002703
-1.76446,0.03607,2.23444,0.05974,0.0002683
-1.75216,0.03729,2.23102,0.06437,0.0002672
-1.73986,0.04083,2.23153,0.06495,0.0002633
-1.72757,0.04220,2.23552,0.07638,0.0002550
-1.71527,0.04398,2.23606,0.07668,0.0002486
-1.70298,0.04656,2.23807,0.07871,0.0002435
-1.69068,0.04817,2.23827,0.07958,0.0002397
-1.67839,0.05005,2.24779,0.08709,0.0002330
-1.66609,0.05285,2.24772,0.08739,0.0002275
-1.65379,0.05372,2.24992,0.08940,0.0002175
-1.64150,0.05563,2.24929,0.08981,0.0002068
-1.62920,0.05679,2.25794,0.10288,0.0001977
-1.61691,0.05775,2.25812,0.10310,0.0001889
-1.60461,0.05816,2.26767,0.10949,0.0001801
-1.59231,0.05881,2.26785,0.10975,0.0001707
-1.58002,0.05926,2.28456,0.12045,0.0001639
-1.56772,0.05951,2.28513,0.12047,0.0001497
-1.55543,0.05940,2.29689,0.12622,0.0001407
-1.54313,0.05905,2.29730,0.12626,0.0001234
-1.53083,0.05848,2.31376,0.14298,0.0001140
-1.51854,0.05811,2.31414,0.14284,0.0000937
-1.50624,0.05715,2.33040,0.15015,0.0000838
-1.49395,0.05602,2.33097,0.15012,0.0000614
-1.48165,0.05421,2.34779,0.15599,0.0000465
-1.46936,0.05271,2.34808,0.15587,0.0000232
-1.45706,0.05008,2.35816,0.15907,0.0000031
-1.44476,0.05000,2.35652,0.15857,-0.0000169
-1.43247,0.04802,2.36963,0.15812,-0.0000329
-1.42017,0.04552,2.36923,0.15788,-0.0000511
-1.40788,0.04198,2.37451,0.15685,-0.0000743
-1.39558,0.03960,2.36985,0.15567,-0.0000906
-1.38328,0.03713,2.38888,0.14920,-0.0001151
-1.37099,0.03462,2.38788,0.14880,-0.0001311
-1.35869,0.03334,2.39326,0.14647,-0.0001598
-1.34640,0.03074,2.39159,0.14602,-0.0001773
-1.33410,0.02824,2.40619,0.13726,-0.0002008
-1.32181,0.02584,2.40529,0.13702,-0.0002200
-1.30951,0.02077,2.41280,0.13327,-0.0002409
-1.29721,0.01853,2.41244,0.13333,-0.0002603
-1.28492,0.01736,2.42296,0.11979,-0.0002835
-1.27262,0.01472,2.42269,0.11970,-0.0003018
-1.26033,0.01204,2.42336,0.11239,-0.0003214
-1.24803,0.00805,2.42271,0.11250,-0.0003408
-1.23573,0.00542,2.42582,0.09285,-0.0003601
-1.22344,0.00383,2.42525,0.09272,-0.0003726
-1.21114,0.00007,2.41902,0.08096,-0.0003870
-1.19885,-0.00039,2.41744,0.08069,-0.0004021
-1.18655,-0.00351,2.42014,0.06051,-0.0004149
-1.17425,-0.00618,2.41881,0.06032,-0.0004277
-1.16196,-0.00956,2.41243,0.04807,-0.0004375
-1.14966,-0.01189,2.41069,0.04807,-0.0004497
-1.13737,-0.01415,2.40660,0.02734,-0.0004559
-1.12507,-0.01526,2.40585,0.02732,-0.0004671
-1.11278,-0.01744,2.39902,0.01614,-0.0004715
-1.10048,-0.01950,2.39796,0.01608,-0.0004757
-1.08818,-0.02246,2.39863,-0.00103,-0.0004798
-1.07589,-0.02457,2.39791,-0.00123,-0.0004820
